"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Sri Lanka","LKA","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","53.5030708312988","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.1892700195313","53.224250793457","51.4525108337402","50.7793502807617","49.0859718322754","47.1065292358398","47.1110000610352","50.4101982116699","",
"Lower middle income","LMC","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low & middle income","LMY","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.2537899017334","31.3233299255371","32.1498146057129","30.1751594543457","","","","",
"Lesotho","LSO","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","27.5998191833496","26.5347309112549","23.3894901275635","29.9915790557861","","","","","","","","","23.3483295440674","37.9888114929199","38.7732810974121","","","30.4748191833496","32.6026306152344","","","","28.2716407775879","27.7270698547363","34.3547286987305","","38.7545204162598","","21.5924797058105","27.6739902496338","23.7917194366455","","","","18.2719898223877","17.8566093444824","","20.520040512085","","","","","","","","","",
"Late-demographic dividend","LTE","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.0648803710938","","","","39.0473041534424","37.5924739837646","36.159574508667","34.6546058654786","35.8337841033936","33.9561100006104","","","","",
"Lithuania","LTU","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.4334411621094","51.0714492797852","50.5606994628906","50.7728004455566","50.3868103027344","51.8627395629883","52.3045387268066","44.8594093322754","40.4160499572754","39.6612586975098","38.4648284912109","37.665771484375","","","",
"Luxembourg","LUX","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","43.3494300842285","44.9143104553223","42.7625312805176","47.0386810302734","","44.8938598632813","49.6777687072754","46.7013397216797","37.5054206848145","37.6738815307617","37.3747787475586","38.0910682678223","32.1252517700195","51.4839515686035","","","46.4188003540039","44.2903289794922","44.2870483398438","44.3871612548828","","","","","","43.2831192016602","41.3866882324219","","","","","","","","","","","","","","","","44.1319007873535","","42.1847190856934","","","",
"Latvia","LVA","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.6791915893555","40.8961296081543","44.3079414367676","48.6645698547363","51.6433601379395","52.8700904846191","54.6149291992188","56.4456214904785","","43.0217399597168","41.5173301696777","40.6356086730957","40.2372589111328","38.3937187194824","34.6651000976563","33.1021385192871","32.7339706420898","31.2027397155762","","","",
"Macao SAR, China","MAC","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.113920211792","","24.9722499847412","","","","","","","","","","","","31.8649406433105","55.0623092651367","","57.8028717041016","","",
"St. Martin (French part)","MAF","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","49.3819885253906","49.0237083435059","49.051628112793","48.8921012878418","50.6168785095215","51.3874893188477","51.8462715148926","48.7747383117676","46.9800605773926","47.1397399902344","48.1053810119629","48.0306816101074","48.616340637207","46.399829864502","46.7206115722656","43.8405799865723","47.6660995483398","48.3689804077148","49.0327415466309","","","","48.2701797485352","","","43.1933288574219","43.2253684997559","","","","","","","","","43.0710296630859","41.9274482727051","","","","","","","","",
"Monaco","MCO","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58","53.4202003479004","","","65.5081024169922","","","60.9805488586426","60.0102500915527","54.3345794677734","53.3609886169434","52.4779014587402","48.6819610595703","","","","45.8309593200684","","","","","38.9934387207031","37.7465400695801","51.4400787353516","57.8341407775879","52.3405799865723","41.0612106323242","","31.4629898071289","",
"Moldova","MDA","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.5294494628906","37.3230895996094","38.1327590942383","37.2975006103516","36.3644104003906","34.8732414245605","","35.7418403625488","","34.7625389099121","",
"Madagascar","MDG","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","25.7568798065186","33.4316711425781","36.562671661377","31.9710292816162","31.2834205627441","18.9608097076416","","27.9483394622803","23.4074401855469","23.4235591888428","17.5408191680908","25.7730693817139","23.2917194366455","26.3703994750977","","","","","","","","34.348560333252","","","","33.4331703186035","32.0108184814453","","","","","","","18.9232006072998","18.0689697265625","15.9334096908569","22.0792102813721","18.2015209197998","","22.3123798370361","19.3448600769043","","","","","",
"Maldives","MDV","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.9103088378906","","39.9013710021973","25.1267890930176","25.0387401580811","25.7288093566895","23.8239192962646","23.4769306182861","23.8938903808594","24.305269241333","21.6052093505859","",
"Middle East & North Africa","MEA","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","28.8782005310059","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mexico","MEX","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.4398899078369","28.9834594726563","29.4603595733643","27.5848598480225","","32.3041381835938","32.8228988647461","","","36.7726211547852","29.1108798980713","","34.4071998596191","28.7204608917236","29.1847496032715","29.5445003509521","30.2600708007813","29.7911491394043","29.4910106658936","28.7115802764893","30.248010635376","30.2537899017334","30.662260055542","31.3686294555664","35.2038803100586","31.9820995330811","","","",
"Marshall Islands","MHL","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.9021186828613","","","","","","","","","","","","","","","",
"Middle income","MIC","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Macedonia, FYR","MKD","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.0220203399658","21.9182605743408","23.2660102844238","22.6544494628906","23.3452892303467","","","","","","","","","","","","","","","","","","","","","",
"Mali","MLI","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","24.8065299987793","","25.2541103363037","22.5939502716064","22.0749607086182","","","","22.5363998413086","","","","","","","","","","","","39.6985702514648","39.6991310119629","","","","","","","","","43.514778137207","39.2439498901367","53.7724189758301","37.9789505004883","39.9170303344727","40.187198638916","34.1194190979004","33.0069808959961","","",
"Malta","MLT","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","39.6865501403809","45.643440246582","45.9990615844727","50.5144309997559","51.6003684997559","52.9897117614746","51.5032081604004","","45.1026306152344","45.8301811218262","41.8910789489746","45.0732116699219","44.9192810058594","45.7950286865234","47.013370513916","45.9762382507324","42.027400970459","44.0256614685059","39.2556915283203","39.9995193481445","","","","","","42.8479385375977","","","","47.1954193115234","","39.8470306396484","","","44.0346412658691","52.195629119873","47.273250579834","45.7106018066406","64.5828094482422","46.5653991699219","35.8456687927246","32.9797210693359","","","",
"Myanmar","MMR","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.8839111328125","","","","","","","","","","","","","","","","23.5443000793457","","","","","","39.4001617431641",
"Middle East & North Africa (excluding high income)","MNA","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Montenegro","MNE","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mongolia","MNG","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.7331199645996","","","","","","","32.8256187438965","","","","","","33.660400390625","30.386360168457","37.8647613525391","35.2766799926758","35.2218894958496","33.7331390380859","28.261999130249","",
"Northern Mariana Islands","MNP","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.2702102661133","","","","","","29.4318408966064","30.6039505004883","","","","",
"Mauritania","MRT","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.1423797607422","","31.4445209503174","","","","","","","","","25.5914897918701","","23.2038898468018","21.108549118042","28.6494808197021","23.3351593017578","","","25.8647594451904","",
"Mauritius","MUS","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","19.8849296569824","21.1601104736328","22.0475101470947","","21.6251907348633","","30.3973197937012","46.6490592956543","","","43.016529083252","39.319149017334","38.0122604370117","37.327449798584","43.0504302978516","36.5693588256836","38.7514495849609","37.9564895629883","40.0138816833496","40.9801902770996","35.2813682556152","","","","","","","","","","40.6777000427246","38.3022193908691","39.791431427002","40.2331504821777","44.1811904907227","46.0886306762695","","48.6408386230469","47.9306411743164","52.6460609436035","48.7165794372559","53.7540588378906","54.4786186218262","61.6262512207031","64.1404724121094","63.723819732666","61.6486892700195",
"Malawi","MWI","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","43.9234809875488","29.0595798492432","24.2530403137207","25.1045703887939","24.170539855957","26.1320209503174","","","","","","","","","","22.8110809326172","17.2457294464111","14.525839805603","31.6661491394043","27.1708106994629","","","","","12.4229898452759","13.9820995330811","","","10.0846500396729","21.4407405853271","22.495189666748","","21.106330871582","","","","","","","24.0901107788086","30.4023895263672","","24.435079574585","24.6645908355713","27.8019199371338","28.7559604644775","",
"Malaysia","MYS","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","30.394660949707","","","","","","","","33.6860008239746","36.1688995361328","37.3316688537598","36.2772789001465","","40.2862892150879","38.0684814453125","37.506908416748","38.2783393859863","","","","","35.938720703125","39.3886489868164","41.9375915527344","39.4369087219238","35.8998985290527","29.8924694061279","","","34.5071792602539","33.4065093994141","33.5097618103027","34.1218681335449","35.0946311950684","","29.5605697631836","29.4626502990723","28.2341003417969","32.8058090209961","33.716739654541","30.5544300079346","34.4601783752441","34.2118186950684","","","39.4259605407715","",
"North America","NAC","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.416130065918","31.1379289627076","33.9850807189941","35.1677894592285","34.554859161377","","","",
"Namibia","NAM","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.3085098266602","27.2244491577148","27.2244491577148","24.5463008880615","25.8082599639893","","","22.9299201965332","","18.6785793304443","","23.5435009002686","","","","","","","",
"New Caledonia","NCL","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","26.1878299713135","","","","","","","","","","","","","","","","","","","31.4765300750732","33.1448287963867","30.4068794250488","31.6228809356689","33.0817184448242","31.6253395080566","32.3189392089844","","","","","","","","","","21.5494995117188","19.4382705688477","21.2466697692871","20.9263401031494","21.2799606323242","24.2778091430664","23.8297100067139","25.090389251709","29.120059967041","32.1696090698242","","",
"Nigeria","NGA","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","26.9519004821777","28.498929977417","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nicaragua","NIC","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","19.4703102111816","21.6181507110596","","","","","","","","25.7952499389648","22.1776695251465","","18.9732704162598","","13.6039800643921","","","18.9783401489258","","","","","18.3340606689453","","","","","","","","","","","","","","","","","","13.2329702377319","","","","","","","",
"Netherlands","NLD","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","34.5200691223145","36.7063102722168","34.8476600646973","34.2820587158203","33.3176307678223","36.9691696166992","37.1679496765137","35.5056304931641","35.6988716125488","36.1167984008789","35.8336296081543","36.3867988586426","37.8174285888672","38.3063507080078","38.3296394348145","35.6088409423828","34.0701484680176","34.8886489868164","33.5686988830566","","38.5924987792969","37.4877395629883","","39.3929710388184","39.5829391479492","39.7498016357422","39.9800186157227","","39.092601776123","39.2329216003418","39.7900314331055","39.7742118835449","39.2770500183105","38.3841514587402","39.2242088317871","39.4121284484863","39.7399711608887","40.5370216369629","40.4996795654297","40.6315689086914","40.6813583374023","40.2388305664063","40.5308685302734","40.6965293884277","40.2787208557129","","","",
"Norway","NOR","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","22.0971508026123","22.2730197906494","22.1284599304199","25.1415405273438","24.4291896820068","26.8449802398682","27.6579494476318","","24.5692195892334","25.3570499420166","24.9945507049561","26.7005405426025","27.8882904052734","28.6419906616211","28.1850109100342","27.199499130249","25.973560333252","24.2747993469238","23.9121704101563","28.2519798278809","27.6326007843018","","23.2742195129395","23.9058303833008","22.9733104705811","20.7457103729248","33.7000198364258","","","","33.1271896362305","36.047550201416","35.0939407348633","35.6688919067383","35.1452598571777","34.9729118347168","34.8127288818359","35.1220092773438","35.3309707641602","35.2384910583496","","28.546480178833","26.9750499725342","","","",
"Nepal","NPL","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.7951107025146","24.6416091918945","21.9575996398926","22.8266506195068","23.0767097473145","22.0668601989746","","","","","24.1632709503174","23.5092601776123","30.5037708282471","31.8073101043701","32.1707992553711","32.1244888305664","33.053050994873","33.3187599182129","","",
"Nauru","NRU","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","30.0445804595947","29.2185707092285","31.8983898162842","27.9254493713379","32.5248985290527","32.763370513916","33.9987182617188","26.1932907104492","30.2817897796631","27.2232799530029","","28.6054096221924","29.7991199493408","29.260669708252","30.1186294555664","29.4530792236328","26.0947799682617","","","","","42.8571395874023","41.0966300964355","40.1611404418945","40.1608505249023","","40.2272300720215","","40.1399803161621","39.0517883300781","40.5361404418945","41.7166481018066","42.6050910949707","42.1975517272949","40.2021713256836","38.6895217895508","37.0855712890625","38.6683387756348","38.1283683776855","38.9597282409668","37.8726196289063","38.3019218444824","36.9792709350586","","",
"OECD members","OED","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","31.7091598510742","","32.763370513916","34.6944885253907","33.7961196899414","32.39417552948","","","","","34.0701484680176","37.5995712280274","38.0187740325928","","34.0240287780762","38.8103713989258","","40.0881118774414","39.4184703826904","41.5992393493652","41.4062309265137","","39.3871803283691","40.160270690918","40.4755592346191","40.1399803161621","40.1875457763671","40.9717712402344","41.0974636077881","40.0488815307617","40.3935947418213","40.5370216369629","40.6356086730957","40.4432392120361","39.3985900878907","38.1283683776855","37.9514617919922","37.826244354248","37.6425151824951","","","",
"Oman","OMN","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","33.3110313415527","34.0700492858887","34.6775588989258","37.2302589416504","37.1861991882324","40.2960891723633","43.2377281188965","45.9990196228027","49.899471282959","50.3143882751465","51.7458610534668","51.3359794616699","50.7348785400391","","","","43.2053718566895","","42.7164611816406","41.8264694213867","","","","40.1629905700684","","","","32.1409912109375","","","37.1376991271973","37.5119209289551",
"Other small states","OSS","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","27.5998191833496","26.5347309112549","23.3894901275635","29.9915790557861","","","","","","","","","35.8368988037109","37.327449798584","38.7732810974121","","","37.9564895629883","","","","","","","","","","","","","30.2858600616455","31.0916690826416","39.791431427002","40.2331504821777","39.6158905029297","27.2246103286743","","33.5201416015625","34.6421394348145","37.8144207000732","36.5684146881104","","32.9702453613281","34.0539512634277","","","",
"Pakistan","PAK","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","26.8597393035889","26.1249408721924","22.8556003570557","30.2648696899414","29.8276100158691","30.3917007446289","33.0122985839844","24.4109592437744","33.7923202514648","32.6536598205566","32.9893417358398","32.4754219055176","35.6904487609863","32.4323081970215","36.8935813903809","37.4851684570313","36.8799018859863","","33.8365211486816","30.1811790466309","29.7633094787598","29.0446491241455","28.0397090911865","29.2927303314209","28.4720191955566","29.30419921875","27.333869934082","","","","","","","","","","","","","","","","25.1336898803711","33.3781394958496","37.3899307250977","28.9764709472656","",
"Panama","PAN","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","26.4640693664551","26.5167999267578","26.6395606994629","24.8868198394775","27.3516902923584","23.8932495117188","20.141019821167","20.8575000762939","21.96875","25.5187492370605","21.6851902008057","21.2679195404053","24.1624393463135","24.1881294250488","25.3482799530029","25.7951793670654","26.5355796813965","26.3329792022705","","","","","","","21.9760894775391","21.091869354248","20.0507297515869","22.2556800842285","","31.3763694763184","33.8939094543457","26.395450592041","29.2226295471191","","25.9486198425293","","","","","","","22.4274406433105","","","","","","",
"Peru","PER","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","23.376859664917","","","","","","","","","","","","","","","","","","","","","","","19.6184692382813","","29.5798301696777","26.6110305786133","28.3792304992676","29.589750289917","30.4927406311035","30.3117198944092","31.7578392028809","31.3858108520508","35.5043792724609","35.7126388549805","33.301628112793","33.4783706665039","34.215389251709","31.405330657959","31.8679103851318","28.4860000610352","30.7178497314453","30.7796497344971","32.5251197814941","",
"Philippines","PHL","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","16.4912796020508","","10.1957502365112","12.0790901184082","","","13.1229295730591","","","","","","","","","20.8109092712402","25.9149208068848","20.8727397918701","","","21.8057498931885","21.9222793579102","22.213659286499","24.5403003692627","25.8359394073486","26.7919101715088","","24.7730197906494","25.4140090942383","29.693660736084","","","","","","","","",
"Palau","PLW","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.56490039825439","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","29.1343307495117","","","","","21.6634902954102","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Poland","POL","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.2073593139648","","","","37.9335517883301","37.6429100036621","36.3706817626953","36.6098709106445","38.2215118408203","37.6204490661621","36.4422988891602","36.8990783691406","35.5027008056641","34.6441116333008","33.9537887573242","32.7195701599121","31.4145393371582","","","",
"Pre-demographic dividend","PRE","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.0497646331788","27.3560104370117","26.6000900268555","26.0715303421021","","","","",
"Puerto Rico","PRI","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.5640296936035","24.6061401367188","","","",
"Korea, Dem. People’s Rep.","PRK","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","19.0840702056885","23.5762691497803","23.457799911499","23.3214797973633","","31.7342395782471","30.8621006011963","28.603630065918","28.6889991760254","29.3794498443604","24.6206607818604","30.5284595489502","32.3861694335938","30.7727508544922","30.41921043396","28.1309299468994","33.6774787902832","34.0240287780762","37.6772499084473","38.8559112548828","35.0678291320801","38.6381187438965","42.6279792785645","41.4062309265137","","","43.3790397644043","42.9632110595703","42.449161529541","42.1632308959961","40.9717712402344","41.1612586975098","40.7537002563477","40.4145393371582","39.5278015136719","42.0927200317383","44.8768501281738","44.0133781433105","43.7109909057617","44.6452293395996","43.9155387878418","42.2864990234375","","","",
"Paraguay","PRY","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","16.8118000030518","18.3633499145508","","","","","","","","","","","","","","37.3464698791504","","","","","22.6007194519043","","","","","","","","","","29.9106502532959","28.8632106781006","28.3436508178711","28.4881896972656","29.7930393218994","","","35.3418197631836","","","36.1297416687012","31.2413291931152","32.9916610717773","","","","","",
"West Bank and Gaza","PSE","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pacific island small states","PSS","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Post-demographic dividend","PST","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","31.7091598510742","","","","","","","","","","","","35.4233093261719","","","","","41.842601776123","42.2654304504395","43.1319694519043","43.9886283874512","","40.4455413818359","40.1937503814697","40.4755592346191","40.1399803161621","40.5549507141113","41.0357818603516","41.0336685180664","40.5696659088135","41.226884841919","40.9761066436767","41.4574699401855","40.6356945037842","40.4908390045166","39.3475799560547","38.146541595459","38.3674087524414","38.3019218444824","","","",
"French Polynesia","PYF","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","24.8370704650879","31.6546897888184","32.085319519043","","","34.2988586425781","30.3591804504395","27.8828201293945","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.74059009552","","","","","","","","",
"Romania","ROU","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.0338706970215","","","","","","","40.1278800964355","44.536018371582","44.2711601257324","","35.2817192077637","","35.7201805114746","35.7516288757324","34.1601486206055","35.9651794433594","","40.8587684631348","","","",
"Russian Federation","RUS","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Rwanda","RWA","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","17.3492202758789","16.9891300201416","15.4883899688721","18.8560009002686","12.4543199539185","","","","","","14.5923500061035","17.7635898590088","16.9343700408936","","","","","","","","","","","16.6829204559326","","","","","","","19.7594699859619","24.9872703552246","","30.6811695098877","37.6495208740234","36.4854507446289","41.7137107849121","","","52.8252410888672","",
"South Asia","SAS","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","23.1087608337402","24.1485900878906","32.9893417358398","32.4754219055176","35.6904487609863","","","","","","","","","","","","","","","","37.8022193908691","36.1057586669922","","","41.6658897399902","","","","","","37.5619850158691","33.7444849014283","36.9625396728516","38.7324981689453","32.1244888305664","33.2155952453613","35.3543453216553","38.1560516357422","",
"Saudi Arabia","SAU","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sudan","SDN","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Senegal","SEN","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.3153495788574","","","","","","","22.416540145874","25.2997398376465","","24.0644798278809","24.6931400299072","27.8907108306885","28.4881191253662","27.8053207397461","27.3977699279785","33.3265190124512","29.3468494415283","","",
"Singapore","SGP","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","35.3532218933105","37.3661804199219","37.9496612548828","33.5681304931641","36.4806213378906","36.245979309082","40.5361404418945","39.770881652832","40.5659790039063","43.1385307312012","44.588809967041","39.9310493469238","31.7523002624512","","","","","34.8301811218262","","","","","","","","","","","","","","","","","","","","25.6002101898193","24.8120307922363","24.9683895111084","23.8345108032227","21.4735908508301","22.9621906280518","","","","",
"Solomon Islands","SLB","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","47.7272682189941","","","","","","","","","","","","","","","","","","","","29.79541015625","","","","","","","","","","","","","","","","","","","","","","","","","","",
